"Time (s)","Sound pressure level (dB)"
1.971153379E1,5.663063554E1
1.981773633E1,5.889259008E1
1.992431725E1,5.862550442E1
2.003078063E1,5.852994146E1
2.013269742E1,5.757562483E1
2.023443058E1,5.641991326E1
2.034093629E1,5.742839686E1
2.044737317E1,5.767118524E1
2.054980888E1,5.805934779E1
2.065164246E1,6.000172416E1
2.075821146E1,5.860440360E1
2.086468658E1,5.696813391E1
2.096693933E1,5.836021658E1
2.106868829E1,5.593775149E1
2.117519679E1,5.804877974E1
2.128162150E1,5.774032849E1
2.138765258E1,5.600146792E1
2.149335238E1,5.725560276E1
2.159909558E1,5.728414298E1
2.170119163E1,5.625666166E1
2.180276442E1,5.688303332E1
2.190774521E1,5.603940746E1
2.201419804E1,5.857177094E1
2.211843371E1,5.716732930E1
2.221994492E1,5.831745501E1
2.232646646E1,5.815322907E1
2.243297142E1,5.963305766E1
2.253540821E1,6.143760331E1
2.263712308E1,5.824974273E1
2.274362788E1,5.791151774E1
2.285017396E1,5.867253230E1
2.295270492E1,5.777838886E1
2.305430137E1,5.972943737E1
2.316075521E1,6.106382878E1
2.326728292E1,5.711750420E1
2.336985192E1,5.697496906E1
2.347410654E1,5.833519471E1
2.357777471E1,5.779721245E1
2.368103400E1,5.742494974E1
2.378493042E1,5.945702733E1
2.388708546E1,5.930969591E1
2.399136413E1,6.208018906E1
2.409591975E1,5.937490238E1
2.420208033E1,5.926539559E1
2.430421042E1,5.740284409E1
2.441017283E1,6.021271281E1
2.451193783E1,6.058256180E1
2.461769396E1,5.897044947E1
2.472363246E1,5.976060001E1
2.482890625E1,5.953157065E1
2.493537204E1,5.763105941E1
2.503834604E1,5.938686438E1
2.513998596E1,5.767508155E1
2.524587529E1,5.678174395E1
2.534996292E1,5.953823607E1
2.545357129E1,5.811034793E1
2.555563225E1,5.603365826E1
2.565727667E1,5.574061343E1
2.576258867E1,5.687064851E1
2.586913650E1,5.486876599E1
2.597080304E1,5.581995962E1
2.607635971E1,5.860343731E1
2.617864575E1,5.689211734E1
2.628500046E1,5.549738453E1
2.638994271E1,5.556235751E1
2.649574400E1,5.732625465E1
2.659748438E1,5.896520431E1
2.670305638E1,5.786475922E1
2.680507121E1,5.603952728E1
2.691027550E1,5.821651326E1
2.701255442E1,5.868586354E1
2.711770875E1,5.865948827E1
2.722221342E1,5.902961233E1
2.732441433E1,5.843789506E1
2.742917892E1,5.702132606E1
2.753468221E1,5.988644927E1
2.763939333E1,5.743207348E1
2.774259475E1,5.730039758E1
2.784528883E1,5.669768451E1
2.795179054E1,5.572373758E1
2.805670017E1,5.740934655E1
2.816242254E1,5.679832894E1
2.826889083E1,5.712645626E1
2.837381913E1,5.536718965E1
2.847926204E1,5.709602291E1
2.858335942E1,5.746245618E1
2.868988100E1,5.865071373E1
2.879077046E1,5.650391572E1
2.889593138E1,5.607999328E1
2.900243988E1,5.875316241E1
2.910773250E1,5.608524651E1
2.921397746E1,5.723894348E1
2.931768254E1,5.709539629E1
2.942415721E1,5.845476266E1
2.952686913E1,5.991022043E1
2.962850279E1,5.766835639E1
2.973126008E1,5.753979149E1
2.983776942E1,5.688247225E1
2.994198767E1,5.800677571E1
3.004404529E1,5.732267625E1
3.014571108E1,5.569166578E1
3.025016508E1,5.863414316E1
3.035668163E1,5.567031732E1
3.045923704E1,5.618683271E1
3.056362421E1,5.641498292E1
3.067013225E1,5.738742877E1
3.077627121E1,5.812778815E1
3.087963913E1,5.922548933E1
3.098421029E1,5.705372906E1
3.109067971E1,6.048099870E1
3.119329000E1,5.781529135E1
3.129535388E1,5.788290397E1
3.139708300E1,5.783265229E1
3.150352750E1,5.862588478E1
3.161008338E1,6.126733300E1
3.171249279E1,6.054938973E1
3.181743879E1,5.951874386E1
3.192408113E1,5.833971835E1
3.202758025E1,5.791412920E1
3.213085904E1,5.745148388E1
3.223742504E1,5.665931367E1
3.234388333E1,6.007643232E1
3.244663617E1,6.252321207E1
3.254829517E1,5.773630013E1
3.265480308E1,5.611113650E1
3.275762046E1,5.786833478E1
3.286180938E1,6.035240362E1
3.296392825E1,5.960201133E1
3.306552254E1,6.009396614E1
3.317019821E1,5.583706394E1
3.327660529E1,5.740785217E1
3.337902292E1,5.721472702E1
3.348355425E1,5.762217983E1
3.358999571E1,5.821344410E1
3.369570150E1,5.952163084E1
3.379822313E1,5.996041096E1
3.390252350E1,6.007927406E1
3.400901517E1,5.806931577E1
3.411342508E1,6.249258968E1
3.421771729E1,5.623875673E1
3.431979767E1,5.872593064E1
3.442393004E1,5.891164215E1
3.452846313E1,5.841997666E1
3.463069263E1,5.675627684E1
3.473263696E1,5.955035620E1
3.483640342E1,6.022428725E1
3.494282163E1,5.800684022E1
3.504789179E1,5.934520831E1
3.514972029E1,6.066719599E1
3.525147092E1,5.952029196E1
3.535406988E1,5.830035229E1
3.546058925E1,5.604439919E1
3.556497104E1,5.765255701E1
3.566698963E1,5.598501633E1
3.576867829E1,5.650729441E1
3.587520529E1,5.862515423E1
3.597998992E1,5.702590922E1
3.608218300E1,5.691124774E1
3.618423050E1,5.913230212E1
3.628590454E1,5.573866243E1
3.639239821E1,5.732557300E1
3.649807875E1,5.568735476E1
3.660134750E1,5.713766472E1
3.670301238E1,5.819803815E1
3.680947875E1,5.667028681E1
3.691593167E1,5.869845865E1
3.701848554E1,5.750410709E1
3.712015417E1,5.797450382E1
3.722667263E1,5.574719701E1
3.733313600E1,5.823108796E1
3.743566725E1,5.723882324E1
3.753799904E1,5.890960897E1
3.764452308E1,5.686740685E1
3.775070433E1,5.848433791E1
3.785270954E1,5.867826167E1
3.795443592E1,5.746346998E1
3.806095271E1,5.762384111E1
3.816741692E1,5.590013800E1
3.826990338E1,5.718767528E1
3.837156475E1,5.841774481E1
3.847811879E1,5.863401810E1
3.858462942E1,5.795369480E1
3.868697292E1,5.760075105E1
3.878863338E1,5.892166487E1
3.889418413E1,5.792526031E1
3.900001546E1,5.610252417E1
3.910215529E1,5.727594744E1
3.920420292E1,5.666094551E1
3.930590554E1,5.934875735E1
3.941238092E1,5.807233929E1
3.951777229E1,5.726903966E1
3.961940992E1,5.610556465E1
3.972145738E1,5.769659205E1
3.982312750E1,5.805339805E1
3.992960083E1,5.748120470E1
4.003606325E1,5.889708894E1
4.013853642E1,5.635715084E1
4.024026767E1,5.729074092E1
4.034676621E1,5.670077312E1
4.045285904E1,5.782110468E1
4.055563204E1,5.836756475E1
4.065736829E1,5.877613289E1
4.076372446E1,5.807523856E1
4.087023183E1,5.638755075E1
4.097276308E1,5.636758016E1
4.107455871E1,5.851574643E1
4.118037263E1,5.600967923E1
4.128696450E1,5.830192043E1
4.138976871E1,5.881040237E1
4.149212929E1,5.885994111E1
4.159690308E1,5.997252897E1
4.170261621E1,5.814614739E1
4.180489258E1,5.703356624E1
4.190967925E1,5.981635146E1
4.201369829E1,6.045949045E1
4.211774079E1,5.783833997E1
4.222221083E1,6.056638745E1
4.232418004E1,5.851929693E1
4.243039158E1,5.751597292E1
4.253426463E1,5.603630717E1
4.263921629E1,5.834083022E1
4.274119867E1,5.749475167E1
4.284705571E1,5.781214506E1
4.295359013E1,6.070823417E1
4.305630317E1,5.825067420E1
4.315840671E1,5.667787443E1
4.326375229E1,5.802121612E1
4.337026871E1,5.860805579E1
4.347344513E1,5.825627503E1
4.357549733E1,5.816038829E1
4.368038254E1,5.704633439E1
4.378462833E1,6.034515762E1
4.388997363E1,6.025448674E1
4.399265158E1,5.806068981E1
4.409410263E1,5.655492911E1
4.419498854E1,5.773306195E1
4.430147817E1,5.800650672E1
4.440789754E1,6.004966407E1
4.450980813E1,5.718936700E1
4.461149388E1,5.754834580E1
4.471778800E1,5.981886783E1
4.482085600E1,5.836989532E1
4.492496792E1,5.858648193E1
4.502702488E1,5.810112093E1
4.512869900E1,5.782060341E1
4.523514550E1,5.834638465E1
4.534162021E1,5.889984850E1
4.544421671E1,6.024495439E1
4.554577054E1,5.753630459E1
4.565225700E1,5.731227481E1
4.575434242E1,5.664483203E1
4.585944992E1,5.681510955E1
4.596148408E1,5.702879767E1
4.606321808E1,5.609121115E1
4.616880242E1,5.736634651E1
4.627538492E1,5.769844121E1
4.637865583E1,5.688465624E1
4.648040008E1,5.855891783E1
4.658687442E1,5.730745446E1
4.669218254E1,5.667944771E1
4.679380742E1,5.625356743E1
4.689583808E1,5.771037924E1
4.699755892E1,5.643007920E1
4.710393796E1,5.642333878E1
4.720636817E1,5.744415854E1
4.731109425E1,5.771307160E1
4.741310808E1,5.773848478E1
4.751774700E1,5.443591762E1
4.762305208E1,5.559773353E1
4.772822979E1,5.720252614E1
4.783020829E1,5.768825164E1
4.793199100E1,5.679047471E1
4.803574442E1,5.771043584E1
4.813872308E1,5.770666912E1
4.824525183E1,5.663581488E1
4.834743654E1,5.594491236E1
4.844910638E1,5.678629290E1
4.855563550E1,5.639276367E1
4.866210804E1,5.553009127E1
4.876452496E1,5.724723433E1
4.886621329E1,5.658779821E1
4.897272342E1,5.632893023E1
4.907927117E1,5.681277775E1
4.918154883E1,5.779621069E1
4.928565663E1,5.701772405E1
4.938986700E1,5.782590987E1
4.949555142E1,5.799077150E1
4.959864842E1,5.729860442E1
4.970032258E1,5.827477792E1
4.980635254E1,5.782100839E1
4.991278463E1,5.867478360E1
5.001775517E1,5.699965986E1
5.012305354E1,5.717785400E1
5.022953650E1,5.772506059E1
5.033280650E1,5.825372594E1
5.043444346E1,5.742003994E1
5.053935575E1,5.880368419E1
5.064585613E1,5.811378472E1
5.074788933E1,5.948517572E1
5.085003933E1,5.757650728E1
5.095641221E1,5.738920190E1
5.106304408E1,5.816928121E1
5.116499467E1,5.826055945E1
5.126712292E1,5.853918980E1
5.137306879E1,5.915654177E1
5.147551571E1,5.849003251E1
5.158204392E1,5.849906739E1
5.168425100E1,5.677308334E1
5.178965679E1,5.769297204E1
5.189533525E1,5.794236446E1
5.199937242E1,5.870484737E1
5.210139863E1,5.779022678E1
5.220309904E1,5.797133755E1
5.230948050E1,5.777824336E1
5.241592558E1,5.669015617E1
5.251844954E1,5.662214250E1
5.262272063E1,5.760090038E1
5.272620383E1,5.793164522E1
5.283266917E1,5.883172808E1
5.293553021E1,5.637387717E1
5.303724296E1,5.556723007E1
5.314286538E1,5.722816015E1
5.324671338E1,5.640996446E1
5.335076913E1,5.745760795E1
5.345283308E1,5.759628552E1
5.355439033E1,5.810875488E1
5.365947567E1,5.982875154E1
5.376599533E1,5.965037039E1
5.386805125E1,5.967921252E1
5.397006613E1,7.623957861E1
5.407617079E1,7.552383341E1
5.418078179E1,8.354134843E1
5.428516017E1,7.186654793E1
5.438721071E1,5.953318048E1
5.449281408E1,5.798388332E1
5.459747775E1,5.992551114E1
5.470233054E1,5.907100915E1
5.480435929E1,5.771060078E1
5.490608933E1,5.833859521E1
5.501233642E1,5.728385364E1
5.511774179E1,5.951961806E1
5.521964383E1,5.997897415E1
5.532169708E1,5.844303708E1
5.542337050E1,5.918269817E1
5.552903796E1,5.842326737E1
5.563550867E1,5.894659959E1
5.573874629E1,5.936360601E1
5.584056521E1,5.761356031E1
5.594571579E1,5.748896305E1
5.605216542E1,5.742561926E1
5.615718463E1,5.926986733E1
5.626369563E1,5.985407392E1
5.637023996E1,5.867209623E1
5.647386696E1,5.802059108E1
5.658032917E1,5.863881086E1
5.668697533E1,5.779204660E1
5.678981967E1,5.862713515E1
5.689214542E1,5.774742848E1
5.699862325E1,5.948009059E1
5.710479825E1,5.869013159E1
5.720686733E1,5.777449249E1
5.730851579E1,5.704216819E1
5.741496792E1,5.729268683E1
5.751675904E1,5.840539365E1
5.762198663E1,5.690550082E1
5.772416996E1,5.754896331E1
5.782585358E1,5.836156894E1
5.793235071E1,5.881296184E1
5.803571008E1,5.751499535E1
5.813945146E1,5.783314566E1
5.824137308E1,5.731030244E1
5.834300763E1,5.866251530E1
5.844756421E1,5.739056389E1
5.855008288E1,5.791102318E1
5.865646471E1,5.833647457E1
5.875853504E1,5.563613042E1
5.886017458E1,5.658244339E1
5.896641671E1,5.658229409E1
5.907289450E1,6.494098600E1
5.917572375E1,5.805632202E1
5.928068158E1,5.737876615E1
5.938267142E1,5.838063260E1
5.948915429E1,5.685523574E1
5.959409796E1,5.615229287E1
5.969978283E1,5.683627230E1
5.980620625E1,5.806825753E1
5.990792792E1,5.441825345E1
6.000997550E1,5.804292619E1
6.011163154E1,5.684031820E1
6.021661283E1,5.494958718E1
6.031935346E1,5.625335424E1
6.042521158E1,5.581674695E1
6.052726258E1,5.665105798E1
6.063341883E1,5.507010557E1
6.074018371E1,5.884091256E1
6.084234617E1,5.678873722E1
6.094687792E1,5.515733324E1
6.104951158E1,5.616144521E1
6.115421533E1,5.808651032E1
6.125954308E1,5.478659597E1
6.136147088E1,5.795364754E1
6.146323383E1,5.555889568E1
6.156582263E1,5.793603098E1
6.166751700E1,5.763866995E1
6.177114558E1,5.793252699E1
6.187690346E1,5.616125052E1
6.197884408E1,5.411363411E1
6.208493950E1,5.625917017E1
6.219137529E1,5.742245614E1
6.229585821E1,5.615019642E1
6.239769104E1,5.776491287E1
6.250408525E1,5.906659692E1
6.261066017E1,5.744426118E1
6.271296658E1,5.865791457E1
6.281767588E1,5.603623968E1
6.292410013E1,5.903794763E1
6.302999546E1,5.996300770E1
6.313182479E1,5.905930727E1
6.323834775E1,5.703403920E1
6.334144100E1,5.754932300E1
6.344544371E1,5.631802294E1
6.354729433E1,5.751355462E1
6.365215767E1,5.729970399E1
6.375867467E1,5.672514492E1
6.386238558E1,5.703011152E1
6.396862063E1,5.770431635E1
6.407087692E1,6.185530247E1
6.417732175E1,6.112027246E1
6.428157425E1,5.684753926E1
6.438308129E1,5.808958984E1
6.448805738E1,5.854593750E1
6.459274146E1,5.868573840E1
6.469677154E1,5.763363820E1
6.479879250E1,5.661696651E1
6.490045783E1,6.014132002E1
6.500522363E1,5.661709625E1
6.511180158E1,5.806994936E1
6.521772363E1,5.914051469E1
6.532420767E1,5.962162144E1
6.543060254E1,6.083530186E1
6.553301508E1,5.980051628E1
6.563467908E1,5.842012146E1
6.574134525E1,5.862198996E1
6.584650821E1,5.833114061E1
6.594825800E1,5.707554918E1
6.605042242E1,5.793073317E1
6.615201179E1,5.779674111E1
6.625849775E1,5.902213943E1
6.636357504E1,5.708881948E1
6.646555842E1,5.930464744E1
6.656769142E1,5.617978371E1
6.667116467E1,5.803703127E1
6.677757733E1,5.662036895E1
6.688273796E1,5.689304352E1
6.698482667E1,5.544841404E1
6.708909179E1,5.966415783E1
6.719545550E1,5.683692539E1
6.729989271E1,5.728732239E1
6.740202754E1,5.765810019E1
6.750365575E1,5.586124980E1
6.760638046E1,5.493167000E1
6.771064771E1,5.725953804E1
6.781723863E1,5.598892497E1
6.792079238E1,5.764909599E1
6.802401533E1,5.712131987E1
6.813041533E1,5.798862915E1
6.823436171E1,5.471509342E1
6.833721996E1,5.636136281E1
6.844396075E1,5.744288790E1
6.854729396E1,5.669730585E1
6.865156429E1,5.884165049E1
6.875365288E1,5.947877048E1
6.885530388E1,5.654493012E1
6.896187504E1,5.522750855E1
6.906842442E1,5.699219679E1
6.917083567E1,5.522373246E1
6.927245596E1,5.582893509E1
6.937682663E1,5.790677691E1
6.948357813E1,5.978122212E1
6.958595483E1,5.924483508E1
6.969023250E1,5.739912423E1
6.979615863E1,5.692559795E1
6.990264429E1,5.991485561E1
7.000522817E1,5.783237432E1
7.010679696E1,5.702243285E1
7.021326579E1,5.807879913E1
7.031720075E1,5.842204604E1
7.042037975E1,5.995237667E1
7.052256750E1,5.874170546E1
7.062410304E1,5.919154069E1
7.072960096E1,5.569440183E1
7.083621542E1,5.729442635E1
7.093967425E1,5.722453043E1
7.104205117E1,5.744878700E1
7.114862279E1,5.748437383E1
7.125471608E1,5.614421524E1
7.135677629E1,5.712256436E1
7.145919796E1,5.681897035E1
7.156564283E1,5.952974728E1
7.167190683E1,6.130340401E1
7.177406371E1,6.074278186E1
7.187565242E1,5.920352446E1
7.198207429E1,5.763197349E1
7.208839304E1,5.874760940E1
7.218934917E1,5.776240803E1
7.229133163E1,5.790675294E1
7.239575217E1,5.846271157E1
7.250234013E1,5.828191776E1
7.260842638E1,5.896103103E1
7.271287713E1,6.079658306E1
7.281775633E1,5.667077703E1
7.292371229E1,5.935607449E1
7.302563067E1,6.078125786E1
7.312744838E1,5.911442321E1
7.323403513E1,6.097377910E1
7.333609796E1,5.977220707E1
7.344084150E1,6.031715446E1
7.354295796E1,5.795358289E1
7.364959496E1,5.680411997E1
7.375606967E1,5.738670927E1
7.385808488E1,5.626426144E1
7.396245746E1,6.007118482E1
7.406904171E1,5.935173597E1
7.417512654E1,6.026866961E1
7.427718996E1,5.603494913E1
7.437886442E1,5.775151194E1
7.448539679E1,6.126407663E1
7.458986225E1,5.982523582E1
7.469240483E1,5.794819410E1
7.479441954E1,5.883613762E1
7.489607388E1,5.798180323E1
7.499701621E1,6.023859151E1
7.510126004E1,5.944339753E1
7.520772483E1,5.768375251E1
7.530981767E1,5.678121229E1
7.541475879E1,5.756523087E1
7.551753488E1,5.803512855E1
7.562395283E1,5.815604322E1
7.572897583E1,5.989871925E1
7.583135550E1,5.773176759E1
7.593788750E1,5.886224526E1
7.604400163E1,5.907929440E1
7.614621200E1,5.792888744E1
7.624774154E1,5.746683856E1
7.635411575E1,5.654586688E1
7.645990975E1,5.822809835E1
7.656119233E1,5.649139711E1
7.666546679E1,5.851258826E1
7.676753121E1,5.674201515E1
7.687439333E1,5.704464510E1
7.697866688E1,5.648241162E1
7.708066192E1,5.635911424E1
7.718227358E1,5.964600620E1
7.728846596E1,5.836777619E1
7.739497492E1,5.914668890E1
7.749771283E1,5.854515181E1
7.759943525E1,5.559653446E1
7.770037896E1,5.739359177E1
7.780233013E1,5.740413628E1
7.790818671E1,5.983464543E1
7.801319017E1,5.759496307E1
7.811757554E1,5.760927656E1
7.822408321E1,5.749026410E1
7.833023379E1,5.731892465E1
7.843231483E1,5.746447474E1
7.853398542E1,5.611747794E1
7.864053892E1,5.737373075E1
7.874713242E1,5.876197559E1
7.884950529E1,5.818369879E1
7.895121917E1,5.946600220E1
7.905775500E1,5.978867171E1
7.916120733E1,5.897710045E1
7.926474658E1,5.803127451E1
7.936920250E1,5.789549963E1
7.947321263E1,5.615506273E1
7.957667788E1,5.670574212E1
7.968192696E1,5.643945188E1
7.978391783E1,5.517789004E1
7.988569963E1,5.742128050E1
7.999050292E1,5.607043815E1
8.009698296E1,5.831283164E1
8.019921750E1,5.875217773E1
8.030125713E1,5.810282821E1
8.040298979E1,6.124178271E1
8.050779221E1,6.128506829E1
8.061431671E1,5.856830556E1
8.071844600E1,5.874811700E1
8.082003904E1,5.761527121E1
8.092616288E1,5.880866310E1
8.103132375E1,5.799867152E1
8.113371067E1,5.863624697E1
8.123569233E1,5.697497957E1
8.133755096E1,5.703603981E1
8.144401054E1,5.678883072E1
8.154762792E1,5.801298645E1
8.165106733E1,5.563183209E1
8.175300379E1,5.597354671E1
8.185481188E1,5.865646746E1
8.196131379E1,5.866953467E1
8.206786279E1,5.724693507E1
8.217012646E1,5.798539565E1
8.227187942E1,5.588128908E1
8.237842588E1,5.796311983E1
8.248495142E1,5.686182779E1
8.258729567E1,5.933418362E1
8.268895833E1,5.698990448E1
8.279544325E1,6.139392682E1
8.290191596E1,6.056926945E1
8.300446408E1,5.981202843E1
8.310875363E1,6.069691179E1
8.321521350E1,5.649203169E1
8.331945646E1,6.067808782E1
8.342163846E1,6.057112678E1
8.352316713E1,6.096549574E1
8.362599900E1,6.080348562E1
8.373245788E1,5.816141482E1
8.383670221E1,6.111754518E1
8.393882933E1,5.922086322E1
8.404038913E1,5.708598048E1
8.414324550E1,5.836479005E1
8.424969146E1,5.957639801E1
8.435399388E1,5.903517237E1
8.445608758E1,6.143772794E1
8.455776733E1,5.846118483E1
8.466052525E1,5.888600441E1
8.476708121E1,5.844820651E1
8.487134108E1,5.646816851E1
8.497335183E1,5.804355154E1
8.507504758E1,6.093498253E1
8.517779275E1,5.973017094E1
8.528041083E1,5.836968121E1
8.538702979E1,5.724144014E1
8.548871688E1,5.722320716E1
8.559069833E1,5.918527319E1
8.569508196E1,5.974206814E1
8.580155892E1,5.904956396E1
8.590583458E1,5.892740584E1
8.600791742E1,5.918509678E1
8.610952438E1,6.066274949E1
8.621235425E1,5.923829999E1
8.631774046E1,5.772040957E1
8.642307033E1,5.900970287E1
8.652517858E1,5.933703920E1
8.662679221E1,5.991071558E1
8.672964717E1,5.863579254E1
8.683613192E1,5.778328353E1
8.694024454E1,5.716607734E1
8.704371933E1,6.079145840E1
8.714758958E1,6.067861844E1
8.725378763E1,6.266090538E1
8.735755663E1,6.106152046E1
8.745962933E1,5.941475120E1
8.756121108E1,5.872370818E1
8.766777863E1,5.790121009E1
8.777428388E1,5.929703258E1
8.787870313E1,6.155957895E1
8.798517292E1,5.874810648E1
8.809162721E1,5.838465398E1
8.819370238E1,5.637569183E1
8.829527604E1,5.794468021E1
8.840145388E1,5.598649269E1
8.850795613E1,5.793017302E1
8.861085429E1,5.711597164E1
8.871250196E1,5.859478412E1
8.881781675E1,5.822470853E1
8.892095838E1,5.817450845E1
8.902606171E1,5.767678410E1
8.912806767E1,5.822232180E1
8.922977529E1,5.885110256E1
8.933626754E1,5.636300152E1
8.944274688E1,5.742705245E1
8.954523475E1,5.842680244E1
8.964693354E1,6.005916615E1
8.975343063E1,5.868675473E1
8.985992308E1,5.884170457E1
8.996239729E1,5.761121605E1
9.006419942E1,5.875841561E1
9.017068554E1,6.125438090E1
9.027423125E1,5.973740047E1
9.037762417E1,5.904119503E1
9.047960838E1,5.993356762E1
9.058124208E1,6.117573039E1
9.068772479E1,6.083539383E1
9.079350458E1,5.759853337E1
